,City1,City2,Distance in Km
1112,Amritsar,Jodhpur,779.1
1113,Amritsar,Madurai,"3,067.40"
1114,Amritsar,Raipur,"1,700.00"
1115,Amritsar,Kota,924.7
1116,Amritsar,Chandigarh,225.7
1117,Amritsar,Guwahati,"2,365.40"
1118,Amritsar,Solapur,"1,907.40"
1119,Amritsar,Hubli - Dharwad,"2,301.30"
1120,Navi Mumbai,Allahabad,"1,387.30"
1121,Navi Mumbai,Howrah,"2,012.90"
1122,Navi Mumbai,Gwalior,"1,089.80"
1123,Navi Mumbai,Jabalpur,"1,099.90"
1124,Navi Mumbai,Coimbatore,"1,211.60"
1125,Navi Mumbai,Vijayawada,972.1
1126,Navi Mumbai,Jodhpur,974.1
1127,Navi Mumbai,Madurai,"1,403.40"
1128,Navi Mumbai,Raipur,"1,115.90"
1129,Navi Mumbai,Kota,901.3
1130,Navi Mumbai,Chandigarh,"1,655.40"
1131,Navi Mumbai,Guwahati,"2,734.90"
1132,Navi Mumbai,Solapur,379.5
1133,Navi Mumbai,Hubli - Dharwad,534.3
1134,Allahabad,Howrah,784.3
1135,Allahabad,Gwalior,493.6
1136,Allahabad,Jabalpur,366.4
1137,Allahabad,Coimbatore,"2,092.30"
1138,Allahabad,Vijayawada,"1,409.10"
1139,Allahabad,Jodhpur,"1,133.90"
1140,Allahabad,Madurai,"2,163.80"
1141,Allahabad,Raipur,586.5
1142,Allahabad,Kota,716.8
1143,Allahabad,Chandigarh,993.2
1144,Allahabad,Guwahati,"1,276.40"
1145,Allahabad,Solapur,"1,240.50"
1146,Allahabad,Hubli - Dharwad,"1,582.20"
1147,Howrah,Gwalior,"1,288.30"
1148,Howrah,Jabalpur,"1,126.40"
1149,Howrah,Coimbatore,"2,159.60"
1150,Howrah,Vijayawada,"1,208.40"
1151,Howrah,Jodhpur,"1,920.10"
1152,Howrah,Madurai,"2,116.40"
1153,Howrah,Raipur,926.1
1154,Howrah,Kota,"1,511.50"
1155,Howrah,Chandigarh,"1,779.40"
1156,Howrah,Guwahati,"1,038.80"
1157,Howrah,Solapur,"1,804.20"
1158,Howrah,Hubli - Dharwad,"1,990.00"
1159,Gwalior,Jabalpur,476.6
1160,Gwalior,Coimbatore,"2,165.90"
1161,Gwalior,Vijayawada,"1,482.60"
1162,Gwalior,Jodhpur,702.6
1163,Gwalior,Madurai,"2,237.30"
1164,Gwalior,Raipur,830.3
1165,Gwalior,Kota,338.2
1166,Gwalior,Chandigarh,616.1
1167,Gwalior,Guwahati,"1,698.20"
1168,Gwalior,Solapur,"1,226.60"
1169,Gwalior,Hubli - Dharwad,"1,534.30"
1170,Jabalpur,Coimbatore,"1,733.00"
1171,Jabalpur,Vijayawada,"1,049.70"
1172,Jabalpur,Jodhpur,"1,063.30"
1173,Jabalpur,Madurai,"1,804.40"
1174,Jabalpur,Raipur,354.5
1175,Jabalpur,Kota,677.8
1176,Jabalpur,Chandigarh,"1,102.50"
1177,Jabalpur,Guwahati,"1,638.90"
1178,Jabalpur,Solapur,881.1
1179,Jabalpur,Hubli - Dharwad,"1,222.90"
1180,Coimbatore,Vijayawada,907.2
1181,Coimbatore,Jodhpur,"2,183.90"
1182,Coimbatore,Madurai,216.1
1183,Coimbatore,Raipur,"1,735.40"
1184,Coimbatore,Kota,"1,908.90"
1185,Coimbatore,Chandigarh,"2,792.30"
1186,Coimbatore,Guwahati,"3,367.30"
1187,Coimbatore,Solapur,870.8
1188,Coimbatore,Hubli - Dharwad,661.1
1189,Vijayawada,Jodhpur,"1,820.50"
1190,Vijayawada,Madurai,911.3
1191,Vijayawada,Raipur,728
1192,Vijayawada,Kota,"1,465.90"
1193,Vijayawada,Chandigarh,"2,110.70"
1194,Vijayawada,Guwahati,"2,212.70"
1195,Vijayawada,Solapur,596.1
1196,Vijayawada,Hubli - Dharwad,781.8
1197,Jodhpur,Madurai,"2,377.70"
1198,Jodhpur,Raipur,"1,362.80"
1199,Jodhpur,Kota,391.7
1200,Jodhpur,Chandigarh,720.6
1201,Jodhpur,Guwahati,"2,281.50"
1202,Jodhpur,Solapur,"1,273.90"
1203,Jodhpur,Hubli - Dharwad,"1,524.50"
1204,Madurai,Raipur,"1,623.50"
1205,Madurai,Kota,"2,220.30"
1206,Madurai,Chandigarh,"2,865.00"
1207,Madurai,Guwahati,"3,440.00"
1208,Madurai,Solapur,"1,063.20"
1209,Madurai,Hubli - Dharwad,853.5
1210,Raipur,Kota,971.6
1211,Raipur,Chandigarh,"1,456.00"
1212,Raipur,Guwahati,"1,683.80"
1213,Raipur,Solapur,913.3
1214,Raipur,Hubli - Dharwad,"1,224.50"
1215,Kota,Chandigarh,752.1
1216,Kota,Guwahati,"1,994.40"
1217,Kota,Solapur,"1,065.50"
1218,Kota,Hubli - Dharwad,"1,373.20"
1219,Chandigarh,Guwahati,"2,160.10"
1220,Chandigarh,Solapur,"1,788.50"
1221,Chandigarh,Hubli - Dharwad,"2,096.20"
1222,Guwahati,Solapur,"2,490.80"
1223,Guwahati,Hubli - Dharwad,"2,832.60"
1224,Solapur,Hubli - Dharwad,295.3
